inn,name,revenue,employees,nace_code,region,registration_date
7702609477,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""ЮНИСТАР ДИДЖИТАЛ""",115341000.0,16.0,62.01,Москва,2022-11-10
7702609477,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""ЮНИСТАР ДИДЖИТАЛ""",115341000.0,16.0,62.01,Москва,2024-07-10
7702611677,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕСПРЕСС""",713796990.0,175.0,58.13,Москва,2020-07-10
7702627187,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИБРА ХОСПИТАЛИТИ""",141594000.0,33.0,62.02,Москва,2016-11-10
7702644224,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНГРАД - УПРАВЛЕНИЕ ФИНАНСАМИ""",250832000.0,45.0,62.01,Москва,2016-08-10
7702684731,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАНКОВСКИЕ ТЕХНОЛОГИИ И КОНСАЛТИНГ""",252900992.0,15.0,62.0,Москва,2016-08-10
7702707227,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М-СТАЙЛ""",422612000.0,79.0,63.11.1,Москва,2023-05-10
7702716366,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОГСТРИМ""",325279008.0,64.0,62.0,Москва,2019-08-10
7702725949,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОСЕКЬЮРИТИ СЕРВИС""",923867010.0,235.0,62.02,Москва,2023-07-10
7702726396,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАТЁЖНЫЙ СЕРВИС А3""",1411645950.0,105.0,62.09,Москва,2023-05-10
7702732400,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТИМЕТА""",258086000.0,39.0,62.02,Москва,2019-08-10
7702733717,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОС СЕРВИСЕЗ""",496329984.0,11.0,62.02,Москва,2016-08-10
7702736235,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТНЫЕ ТЕХНОЛОГИИ""",392281984.0,113.0,62.09,Москва,2019-08-10
7702744268,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МИРВАЙФАЙ""",1017473980.0,123.0,62.01,Москва,2023-07-10
7702761560,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОЛИМПФАРМ""",155756992.0,9.0,63.11.1,Москва,2022-11-10
7702774760,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗИНГАЯ""",687369980.0,140.0,62.01,Москва,2023-07-10
7702775650,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙТИЭФБИ ГРУПП""",514348992.0,79.0,62.02.1,Москва,2021-07-10
7702798129,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИС-КОНСАЛТИНГ""",104813000.0,25.0,62.01,Москва,2016-08-10
7702798129,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИС-КОНСАЛТИНГ""",104813000.0,25.0,62.01,Москва,2024-07-10
7702802255,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПТЛАЙН""",875340030.0,13.0,62.01,Москва,2016-08-10
7702802255,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПТЛАЙН""",875340030.0,13.0,62.01,Москва,2024-07-10
7702818368,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГНАНС ГРУПП""",718337020.0,17.0,63.11,Москва,2016-08-10
7702819178,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕДИМДОМА.РУ""",113369000.0,17.0,62.09,Москва,2021-07-10
7702822710,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3ДАТА""",253807008.0,10.0,63.11.1,Москва,2017-07-10
7702822710,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""3ДАТА""",253807008.0,10.0,63.11.1,Москва,2024-07-10
7702824234,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕТУНЬ""",204760992.0,8.0,62.01,Московская область,2023-08-10
7702824234,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕТУНЬ""",204760992.0,8.0,62.01,Московская область,2024-07-10
7702825693,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКРАН-СЕРВИС""",519368000.0,10.0,62.01,Москва,2019-08-10
7702832034,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРТИС""",3994320900.0,28.0,62.02,Московская область,2023-02-10
7702832034,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРТИС""",3994320900.0,28.0,62.02,Московская область,2024-07-10
7702834994,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМПРИНТ""",160371008.0,19.0,58.11,Москва,2023-07-10
7702848468,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НТ РАЗРАБОТКИ""",276998016.0,18.0,62.02,Москва,2016-08-10
7703046121,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕДАКЦИЯ ГАЗЕТЫ ""МОСКОВСКИЙ КОМСОМОЛЕЦ""",698380990.0,224.0,58.13,Москва,2022-10-10
7703125944,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕЙН""",123192000.0,18.0,63.11,Москва,2019-07-10
7703206417,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТУДИЯ АРТЕМИЯ ЛЕБЕДЕВА""",250580992.0,18.0,62.01,Москва,2017-12-10
7703209129,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР ""МЭП МЕЙКЕР""",730329020.0,69.0,62.01,Москва,2022-04-10
7703230265,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВЫЕ РЕШЕНИЯ""",202896000.0,2.0,62.01,Москва,2020-01-10
7703283933,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОПС БИЗНЕС ИНТЕГРАТОР""",198688992.0,61.0,62.01,Москва,2021-07-10
7703283933,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОПС БИЗНЕС ИНТЕГРАТОР""",198688992.0,61.0,62.01,Москва,2024-07-10
7703387315,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПОЗИТ ЭНЕРГО ТЕХ""",133790000.0,8.0,62.02,Москва,2021-03-10
7703402450,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КТ-АЛП""",394788000.0,99.0,62.01,Москва,2021-06-10
7703402732,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АСТРОНИС""",3250852100.0,86.0,62.01,Москва,2023-07-10
7703405395,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВАНТУМ-ФИНАНС""",128251000.0,3.0,62.01,Москва,2016-08-10
7703405395,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВАНТУМ-ФИНАНС""",128251000.0,3.0,62.01,Москва,2024-07-10
7703406864,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВБЦ""",666990980.0,10.0,62.01,Москва,2020-08-10
7703413540,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Б2Б ТЕХНОЛОГИИ И МАРКЕТИНГ""",324278016.0,61.0,62.01,Москва,2021-07-10
7703417753,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МДИС""",277539008.0,11.0,62.01,Москва,2020-08-10
7703422023,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КНИЖНЫЙ ДОМ ""РЕМАРК""",862900990.0,17.0,58.11,Москва,2018-08-10
7703423316,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОДЖЕКТ М""",493192000.0,3.0,63.11,Москва,2023-07-10
7703427173,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛЮШЕНС ФЭКТОРИ КОНСАЛТИНГ""",142220000.0,16.0,62.01,Москва,2024-06-10
7703427416,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕНДЕРХАБ""",181818000.0,26.0,62.01,Москва,2023-07-10
7703427423,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАБОРАТОРИЯ ЗНАНИЙ""",265168992.0,30.0,62.01,Москва,2022-11-10
7703429029,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИВАНТИ""",231516000.0,53.0,62.01,Москва,2021-07-10
7703431363,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСТИТУТ ЭНЕРГЕТИЧЕСКИХ СИСТЕМ""",163304000.0,11.0,62.01,Москва,2018-08-10
7703435262,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЭДМЭДРОБОТ МСК""",1234860030.0,130.0,62.01,Москва,2021-07-10
7703440833,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОКК МЕДИА""",423832000.0,32.0,63.99.1,Москва,2022-06-10
7703440953,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕСПОРТ МЕДИА""",144447008.0,8.0,63.12.1,Москва,2023-12-10
7703443802,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИННОВАЦИОННЫЕ РЕШЕНИЯ""",114029000.0,2.0,62.09,Москва,2023-09-10
7703446602,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТСТРАТЕГИЯ""",172356000.0,53.0,62.02,Москва,2023-09-10
7703448374,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦ-ТЕЛЕКОМ""",496988000.0,34.0,62.01,Москва,2018-05-10
7703451715,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕО ТЕХНО СОТ""",537382020.0,77.0,62.01,Москва,2022-07-10
7703459150,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАНГЕО РАДАР""",343926016.0,31.0,62.09,Москва,2018-07-10
7703459249,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДСМ""",159347008.0,10.0,62.01,Москва,2021-05-10
7703459320,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКИЕ ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",232732992.0,40.0,62.01,Москва,2018-07-10
7703461382,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНМАРКЕТ""",259331008.0,108.0,62.02,Москва,2023-04-10
7703461382,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНМАРКЕТ""",259331008.0,108.0,62.02,Москва,2024-07-10
7703461488,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛГЕБРА СОБЫТИЙ""",281676992.0,57.0,62.01,Москва,2023-07-10
7703461865,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ФИНАНСОВЫХ ТЕХНОЛОГИЙ БАЗИС""",979331970.0,109.0,62.01,Москва,2018-08-10
7703461865,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ФИНАНСОВЫХ ИННОВАЦИЙ БАЗИС""",979331970.0,109.0,62.01,Москва,2024-06-10
7703463710,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНЛАЙН-ПОЛИС""",237564000.0,39.0,62.01,Новосибирская область,2024-04-10
7703464584,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРЕВЕЛТЕК""",1110785020.0,251.0,62.01,Москва,2020-08-10
7703468123,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНТЕХ СОЛЮШНС""",1398541060.0,240.0,62.03.13,Новосибирская область,2020-08-10
7703469286,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИТЕЙЛ БИЗНЕС СОФТ""",310897984.0,91.0,62.01,Москва,2019-02-10
7703469286,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИТЕЙЛ БИЗНЕС СОФТ""",310897984.0,91.0,62.01,Москва,2024-07-10
7703470348,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНЛАЙН ИННОВАЦИИ""",1174417020.0,81.0,63.11.1,Москва,2024-02-10
7703471165,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНЦЕПТ РАЗРАБОТКА""",214428000.0,48.0,62.02,Москва,2019-03-10
7703471863,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М5""",205348000.0,27.0,62.01,Москва,2022-12-10
7703472916,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛКАНСАН""",199075008.0,2.0,63.91,Москва,2019-08-10
7703476685,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИК ИНТЕГРАЦИЯ""",151048000.0,30.0,62.01,Москва,2023-07-10
7703506065,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИЗАЙН ВСЕГО""",179430000.0,44.0,62.09,Москва,2020-08-10
7703506072,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕБДИЗАЙН""",139856992.0,36.0,62.09,Москва,2017-08-10
7703512502,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРТИКУЛ ПРОДАКШН""",200939008.0,47.0,62.01,Москва,2016-08-10
7703523085,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕКТРОННОЕ ИЗДАТЕЛЬСТВО ЮРАЙТ""",256824000.0,27.0,63.11.1,Москва,2021-03-10
7703529136,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРДИЗАЙН""",141712000.0,35.0,62.09,Москва,2016-08-10
7703561549,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАБРИКАНТ.РУ""",195828000.0,18.0,62.01,Москва,2021-07-10
7703569160,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""1 АБ ЭКСПЕРТ""",119140000.0,52.0,62.01,Москва,2016-08-10
7703582806,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЮРО ПЕРЕВОДОВ ЭМТИЭЙ""",154331008.0,24.0,74.30,Москва,2022-07-10
7703599447,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРЕЙС ВЕЙ""",251044992.0,17.0,62.01,Москва,2024-05-10
7703606133,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРМАТИК""",1232257020.0,11.0,62.01,Москва,2023-08-10
7703617030,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЕД.РУ""",116175000.0,22.0,63.11,Москва,2019-08-10
7703617537,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОГРЭДИС""",103293000.0,14.0,62.01,Москва,2022-11-10
7703630337,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕРМИНАЛ-КНИГА""",1413041020.0,37.0,58,Москва,2016-08-10
7703633553,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МФД-ИНФОЦЕНТР ПЛЮС""",157304992.0,12.0,63.11.1,Москва,2016-08-10
7703635617,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФРА ПРОЕКТЫ""",386366016.0,36.0,63.11.1,Москва,2023-07-10
7703664343,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАН""",142024992.0,20.0,58,Москва,2016-08-10
7703664343,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАН""",142024992.0,20.0,58,Москва,2024-07-10
7703668940,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛЕКТРОННЫЕ ТОРГОВЫЕ СИСТЕМЫ""",984036990.0,106.0,63.11.1,Москва,2023-07-10
7703678459,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А1 СИСТЕМС""",471324000.0,55.0,62.01,Москва,2020-08-10
7703717147,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКСИОМАТИКА""",234315008.0,60.0,63.11.1,Москва,2023-07-10
7703729939,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛП-ИНФОРМАЦИОННЫЕ СИСТЕМЫ""",541409020.0,139.0,62.01,Москва,2016-08-10
7703737619,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ""",278553984.0,1.0,62.01,Москва,2016-08-10
7703741904,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТЕРИОН""",391622016.0,87.0,62.01,Москва,2016-08-10
7703743997,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФТВЕЙ""",276726016.0,10.0,62.01,Москва,2022-07-10
7703756587,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕНДЕРЫ И ЗАКУПКИ""",192536000.0,58.0,63.11.1,Москва,2021-07-10
7703757380,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕТАУЭР""",198110000.0,12.0,62.09,Москва,2016-08-10
7703761097,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАБОРАТОРИЯ НАНОСЕМАНТИКА""",313415008.0,100.0,62.01,Москва,2023-04-10
7703763062,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МД ИНФОРМАЦИОННЫЕ СИСТЕМЫ""",169652992.0,36.0,62.0,Москва,2020-08-10
7703763320,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСПРЕСС 42""",112495000.0,24.0,62.01,Москва,2022-07-10
7703765912,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦИФРОВЫЕ РЕШЕНИЯ""",578798980.0,3.0,62.01,Москва,2023-08-10
7703765969,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИРТУАЛЬНЫЕ ИНФРАСТРУКТУРЫ""",310375008.0,19.0,63.11.1,Москва,2022-07-10
7703768575,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СБКЛАУД""",509055008.0,55.0,62.09,Москва,2023-07-10
7703770493,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМА""",131447000.0,55.0,62.02,Москва,2023-07-10
7703771592,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОТОБЭЙЗ ЛАБОРАТОРИЗ""",1313147010.0,1.0,62.01,Москва,2022-07-10
7703773293,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР КОММУНИКАЦИЙ ЛОГИКА""",665313020.0,94.0,62.09,Калининградская область,2023-12-10
7703778502,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКМЕ""",188419008.0,17.0,62.01,Москва,2020-08-10
7703786133,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПИРАЛ ТЕХНОЛОДЖИЗ""",631262020.0,26.0,62.0,Москва,2022-07-10
7703788701,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАСТОЯЩИЙ ЭЛЕКТРОННЫЙ ПОЛИС""",113206000.0,2.0,62.01,Москва,2023-07-10
7703797777,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАСТЕРХОСТ""",175118000.0,31.0,62.09,Москва,2016-08-10
7703799100,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУССКИЕ ОБЛАКА""",327656000.0,11.0,63.11,Москва,2023-09-10
7703804706,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМНЕФТЕГАЗАВТОМАТИКА""",956243010.0,53.0,62.02,Москва,2022-11-10
7703804706,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИБЕРТЭКСИСТЕМ""",956243010.0,53.0,62.02,Москва,2024-12-10
7703805594,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М 13""",958950980.0,97.0,63.11.1,Москва,2021-07-10
7703806326,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУВЕНТС""",110715000.0,15.0,62.01,Москва,2021-07-10
7703809969,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАНН, ИВАНОВ И ФЕРБЕР""",2383329020.0,259.0,58.11,Москва,2019-08-10
7703811220,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЛЕРЕЯ ПРОФЕССИОНАЛОВ""",200830000.0,65.0,62.01,Москва,2021-06-10
7703812802,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАТФОРМА""",496384000.0,99.0,62.01,Москва,2016-08-10
7703819808,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ ТЕХНОЛОДЖИ""",102281000.0,48.0,62.01,Санкт-Петербург,2021-07-10
7703821412,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЗДАТЕЛЬСТВО ""МЕЖДУНАРОДНЫЕ ОТНОШЕНИЯ""",163011008.0,10.0,58.11,Москва,2016-08-10
7703824501,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЗАМАС""",173620000.0,15.0,63.91,Москва,2020-08-10
7704012968,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЛОВО""",213874000.0,39.0,58.11,Москва,2019-11-10
7704169479,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЗДАТЕЛЬСКАЯ ГРУППА ""АРБОР""",253944000.0,8.0,58.11,Москва,2016-08-10
7704169479,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИЗДАТЕЛЬСКАЯ ГРУППА ""АРБОР""",253944000.0,8.0,58.11,Москва,2024-07-10
7704198800,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВАРТА ВК""",236772992.0,91.0,62.01,Москва,2017-07-10
7704208047,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЕРТОН""",153459008.0,30.0,62.01,Москва,2020-11-10
7704210053,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕКТРОННЫЕ ОФИСНЫЕ СИСТЕМЫ (ПРОЕКТИРОВАНИЕ И ВНЕДРЕНИЕ)""",474144992.0,105.0,62.01,Москва,2016-08-10
7704213833,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМАТИКА КОНСАЛТИНГ""",816116990.0,239.0,62.0,Москва,2016-08-10
